CMPL123__AuditTrail_External_Id__c,CMPL123__Child_Relationships_Object__c,CMPL123__Fields__c,CMPL123__Is_Active__c,CMPL123__Parent_Relationship_Object__c,CMPL123__Report_Title_Predefined_Field__c,CMPL123__RFC_Comment_Fields__c,CMPL123__RFC_Fields__c,Id,Name
a075r000006gDKSAA2,"CMPL123__Contact__c-CMPL123__Contact_Address__c,ContentDocumentLink-LinkedEntityId","CMPL123__Address_Line_1__c,CMPL123__Address_Line_2__c,CMPL123__City__c,CMPL123__Country__c,CMPL123__Postal_Code__c,CMPL123__Primary_Address__c,CMPL123__State__c,CMPL123__Type__c",true,"CMPL123__Account__r,RecordType",,,,a077E00000QHAP9QAP,CMPL123__Address__c
a075r000006gDKTAA2,"CMPL123QMS__Requirement_Abbreviation__c-CMPL123QMS__Abbreviation__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Meaning__c,Name",true,Owner,,,,a077E00000QHAPAQA5,CMPL123QMS__Abbreviation__c
a075r000006gDKUAA2,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Primary_Contact__c,CMPL123QMS__User_Role__c",true,"CMPL123QMS__User__r,CMPL123QMS__Vendor__r,Owner",,,,a077E00000QHAPBQA5,CMPL123QMS__Vendor_Change_Request_User__c
a075r000006gDKVAA2,"CMPL123__Action__c-OLY_Complaint__c,OLY_As_Investigated_Code__c-OLY_Complaint__c,OLY_As_Reported_Code__c-OLY_Complaint__c,CMPL123CME__Questionnaire__c-CMPL123CME__Complaint__c,CMPL123CME__CVR__c-CMPL123CME__Related_Complaint__c,CMPL123CME__Complaint__c-OLY_Original_Complaint__c,CMPL123CME__Complaint__c-OLY_Parent_Complaint__c,CMPL123CME__Complaint__c-OLY_Source_Complaint__c,OLY_Complaint_Related_Code__c-OLY_Complaint__c,ContentDocumentLink-LinkedEntityId,CMPL123CME__Country_Wise_Timeline_Info__c-CMPL123CME__Complaint__c,CMPL123CME__Due_Diligence__c-CMPL123CME__Complaint__c,CMPL123CME__EMDR__c-CMPL123CME__Complaint__c,CMPL123CME__EU_MIR__c-CMPL123CME__Complaint__c,OLY_Health_Effect_Code__c-OLY_Complaint__c,CMPL123CME__Inquiry__c-CMPL123CME__Complaint__c,CMPL123QMS__Investigation__c-TWD_Complaint__c,CMPL123__Memo__c-OLY_Complaint__c,CMPL123QMS__Product_Return__c-Complaint__c,OLY_Regulatory_Report__c-OLY_Complaint__c,CMPL123CME__Similar_Complaints__c-CMPL123CME__Primary_Complaint__c,CMPL123CME__Similar_Complaints__c-CMPL123CME__Secondary_Complaint__c,CMPL123CME__TGA__c-CMPL123CME__Complaint__c","CAPA_Reference__c,CMPL123CME__Country_of_Occurrence__c,CMPL123CME__Date_Return_Requested__c,CMPL123CME__Date_of_Awareness__c,CMPL123CME__Error_ID__c,CMPL123CME__Error_Message__c,CMPL123CME__Event_Description__c,CMPL123CME__Expiration_Date__c,CMPL123CME__Integration_ID__c,CMPL123CME__Integration_Message__c,CMPL123CME__Message_ID__c,CMPL123CME__Other_Reportable_Countries__c,CMPL123Rule_Key_Value__c,CMPL123Task_Key_Value__c,CMPL123_Last_Workflow_State_Transitioned__c,Name,OLYHas_submitted_Follow_Up_Importer_EMDR__c,OLY_Addition_Info_Requested_by_Regulator__c,OLY_Additional_Information__c,OLY_Admin_Update_Completed_By__c,OLY_Admin_Update_Completed_Date__c,OLY_Approved_Investigation_Report_ID__c,OLY_Approved_Investigation_Report__c,OLY_Business__c,OLY_Communication_Channel__c,OLY_Concomitant_Product__c,OLY_Customer_Contact_First_Name__c,OLY_Customer_Contact_Last_Name__c,OLY_Customer_Contact_Middle_Name__c,OLY_Customer_Contact_Occupation__c,OLY_Customer_Contact_Title__c,OLY_Customer_Email__c,OLY_Customer_Facility_Hospital_Address__c,OLY_Customer_Facility_Hospital_Name__c,OLY_Customer_Invoice_No__c,OLY_Customer_Letter_Attached__c,OLY_Customer_Letter_Local_Language__c,OLY_Customer_Letter_Required_Regulation__c,OLY_Customer_Letter_Required__c,OLY_Customer_Letter_Sent_Date__c,OLY_Customer_Purchase_Order_No__c,OLY_Date_Received_by_Intake_Team__c,OLY_Date_of_Birth__c,OLY_Date_of_Death__c,OLY_Date_of_Event_Unknown__c,OLY_Date_of_Event__c,OLY_Death_Injury_or_Infection_Likely__c,OLY_Death_Injury_or_Infection_Occurred__c,OLY_Deviation_Reference__c,OLY_Device_Operator__c,OLY_Device_available_for_evaluation__c,OLY_Do_Not_Contact__c,OLY_Ethnicity__c,OLY_Event_Description_Local_Language__c,OLY_Explant_Date__c,OLY_Facility_City__c,OLY_Facility_Country_Code_from_Source__c,OLY_Facility_Postal_Code__c,OLY_Facility_StateProvReg_from_Sourc__c,OLY_Facility_Street_Address_Line_1__c,OLY_Facility_Street_Address_Line_2__c,OLY_Facility_Zip_Code_Extension__c,OLY_Facility_Zip_Code__c,OLY_Gender__c,OLY_HHA_Reference__c,OLY_Has_AI_Codes_for_All_AR_Codes__c,OLY_Has_Child_Investigation__c,OLY_Has_Completed_Assessment_MSR__c,OLY_Has_Customer_Letter_Required_Code__c,OLY_Has_Death_Code__c,OLY_Has_Device_Problem_Code__c,OLY_Has_Health_Effect_Codes__c,OLY_Has_Non_PTI_Code__c,OLY_Has_PTI_Code__c,OLY_Has_PTI_Health_Effect_Codes__c,OLY_Has_Pending_Action__c,OLY_Has_Pending_Assessment_MSR__c,OLY_Has_Pending_DD__c,OLY_Has_Pending_Product_Return__c,OLY_Has_Pending_Regulatory_Report__c,OLY_Has_Post_Submission_Assessment__c,OLY_Has_Post_Submission_Investigation__c,OLY_Has_pending_Follow_Up_Importer_EMDR__c,OLY_Has_pending_Follow_Up_Mfr_EMDR__c,OLY_Has_pending_Initial_Importer_EMDR__c,OLY_Has_pending_Initial_Mfr_EMDR__c,OLY_Has_submitted_Follow_Up_Mfr_EMDR__c,OLY_Has_submitted_Initial_Importer_EMDR__c,OLY_Has_submitted_Initial_Mfr_EMDR__c,OLY_If_Remedial_Action_initiated__c,OLY_Implant_Date__c,OLY_Initial_reporter_sent_report_to_FDA__c,OLY_Initiation_Date__c,OLY_Install_Date__c,OLY_Investigation_Summary_Local_Language__c,OLY_Is_PTI_Eligible__c,OLY_Is_PTI_Selection_Criteria_Changed__c,OLY_Is_Parent__c,OLY_Is_this_a_recycled_single_use_device__c,OLY_Item_Code__c,OLY_Justification_for_Late_Entry__c,OLY_Language__c,OLY_Manufacture_Date__c,OLY_More_Information_Requested_By__c,OLY_More_Information_Requested_Date__c,OLY_NCR_Reference__c,OLY_Operator_of_Device_Other__c,OLY_Other_Remedial_Action__c,OLY_Other_relevant_history__c,OLY_PTI_Applicable__c,OLY_PTI_Investigation_Summary__c,OLY_PTI_Non_Reportability_Justification__c,OLY_PTI_Reference__c,OLY_PTI_Reportability_Rationale__c,OLY_Patient_Impacted__c,OLY_Patient_Outcome__c,OLY_Patient_Weight__c,OLY_Procedure_Date__c,OLY_Procedure_Name__c,OLY_Procedure_Outcome__c,OLY_Procedure_Type__c,OLY_Product_Lot_Serial_Number_Unknown__c,OLY_Product_Return_Expected__c,OLY_Product_Returned_Date__c,OLY_QMS_Record_Type__c,OLY_Qty_Affected__c,OLY_Race__c,OLY_Rationale_for_Not_Contacting__c,OLY_Regional_Complaint_Handling_Center__c,OLY_Regional_Investigation_Center__c,OLY_Relevant_TestLaboratory_Data__c,OLY_Reopened_for_Admin_Update_By__c,OLY_Reopened_for_Admin_Update_Date__c,OLY_Report_Source_Other__c,OLY_Report_Source__c,OLY_Reporter_Fax_Number__c,OLY_Reporter_First_Name__c,OLY_Reporter_Last_Name__c,OLY_Reporter_Middle_Name__c,OLY_Reporter_Occupation__c,OLY_Reporter_Title__c,OLY_Reprocessor_Address_Street_Line_1__c,OLY_Reprocessor_Address_Street_Line_2__c,OLY_Reprocessor_City__c,OLY_Reprocessor_Email__c,OLY_Reprocessor_Fax_Number__c,OLY_Reprocessor_Name__c,OLY_Reprocessor_Postal_Code__c,OLY_Reprocessor_Zip_Code_Extension__c,OLY_Reprocessor_Zip_Code__c,OLY_SCAR_Reference__c,OLY_Software_Version__c,OLY_Source_System_Name__c,OLY_Source_System_Reference_Number__c,OLY_Therapy_End_Date__c,OLY_Therapy_Start_Date__c,OLY_US_Field_Action__c,OLY_Usage_of_Device__c,OLY_Was_device_serviced_by_third_party__c,OLY_Weight_Units__c,OLY_Were_other_devices_involved_in_event__c,OLY_When_during_Procedure_did_event_occu__c,Other_Relevant_Patient_Information__c,SNO_Reference__c,TWD_Age_Units__c,TWD_Age__c,TWD_Age_at_Time_of_Event__c,TWD_Assessment_Completed__c,TWD_Awaiting_Review_Closure_Count__c,TWD_Birthdate__c,TWD_Closed_By__c,TWD_Closed_Date__c,TWD_Complete_Investigation_By__c,TWD_Complete_Investigation_Date__c,TWD_Contact_Notes__c,TWD_Detectability__c,TWD_Due_Date__c,TWD_Email__c,TWD_Evaluation_Completed_By__c,TWD_Evaluation_Completed_Date__c,TWD_Fax__c,TWD_If_no_reason_for_the_non_complaint__c,TWD_Impact__c,TWD_Investigation_Status__c,TWD_Investigation_Summary_and_Conclusion__c,TWD_Is_Investigation_Still_In_Progress__c,TWD_Key_Value__c,TWD_Likelihood_of_Detection__c,TWD_Likelihood_of_Occurrence__c,TWD_Opened_By__c,TWD_Opened_Date__c,TWD_Patient_First_Name__c,TWD_Patient_ID__c,TWD_Patient_Last_Name__c,TWD_Phone_1__c,TWD_Phone_2__c,TWD_Product_Lot_Number__c,TWD_Reject_Complaint_By__c,TWD_Reject_Complaint_Date__c,TWD_Rejected_By__c,TWD_Rejected_Date__c,TWD_Reopened_By__c,TWD_Reopened_Date__c,TWD_Root_Cause_Analysis__c,TWD_Severity__c,TWD_Submit_for_Approval_By__c,TWD_Submit_for_Approval_Date__c,TWD_Submitted_for_Evaluation_By__c,TWD_Submitted_for_Evaluation_Date__c,TWD_Submitted_for_Review_By__c,TWD_Submitted_for_Review_Date__c,TWD_Summary__c",true,"OLY_Assigned_To__r,OLY_Assigned_To_Group__r,OLY_Country__r,OLY_Facility_Country_Code__r,OLY_Facility_State_Province_Region__r,OLY_Original_Complaint__r,Owner,OLY_Parent_Complaint__r,CMPL123CME__Product__r,OLY_Product_Coding_Group__r,RecordType,CMPL123CME__Related_Inquiry__r,OLY_Reprocessor_Country__r,OLY_Reprocessor_State_Province_Territory__r,OLY_Source_Complaint__r",,,,a077E00000QHAPCQA5,CMPL123CME__Complaint__c
a075r000006gDKWAA2,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Primary_Contact__c,CMPL123QMS__User_Role__c",true,"CMPL123QMS__Supplier_Site__r,CMPL123QMS__User__r,Owner",,,,a077E00000QHAPDQA5,CMPL123QMS__Supplier_Site_SCAR_User__c
a075r000006gDKXAA2,ContentDocumentLink-LinkedEntityId,,true,"CMPL123QMS__Abbreviation__r,CMPL123QMS__Requirement__r",,,,a077E00000QHAPEQA5,CMPL123QMS__Requirement_Abbreviation__c
a075r000006gDKYAA2,ContentDocumentLink-LinkedEntityId,"CMPL123CME__ARTG_Mfr__c,CMPL123CME__Additional_Comments__c,CMPL123CME__Age_yrs_mnths__c,CMPL123CME__Any_other_devices_involved_in_this_event__c,CMPL123CME__Authorised_Representative_Address__c,CMPL123CME__Authorised_Representative_Company__c,CMPL123CME__Authorised_Representative_Email__c,CMPL123CME__Authorised_Representative_Fax__c,CMPL123CME__Authorised_Representative_Name__c,CMPL123CME__Authorised_Representative_Tel__c,CMPL123CME__Batch_Number__c,CMPL123CME__Brand_Name__c,CMPL123CME__Catalogue__c,CMPL123CME__Completed_Actions__c,CMPL123CME__Contact_Name__c,CMPL123CME__Contact_name_at_site_of_event__c,CMPL123CME__Corrective_action_taken__c,CMPL123CME__Countries_where_these_similar_AE_Occured__c,CMPL123CME__Country__c,CMPL123CME__Current_Device_Location__c,CMPL123CME__Date_mfr_aware__c,CMPL123CME__Date_of_adverse_event__c,CMPL123CME__Date_of_next_report__c,CMPL123CME__Date_of_this_report__c,CMPL123CME__Description_of_event_or_problem__c,CMPL123CME__Device_ARTG__c,CMPL123CME__Device_Disposition_Current_Location__c,CMPL123CME__Device_Information_Email__c,CMPL123CME__Device_Information_Fax__c,CMPL123CME__Device_Information_Tel__c,CMPL123CME__Device_Model__c,CMPL123CME__Explant_Date__c,CMPL123CME__First_Name_Manufacturer__c,CMPL123CME__GMDN_Code_Text__c,CMPL123CME__GMDN_Code__c,CMPL123CME__Healthcare_Facility_Address_Line_2__c,CMPL123CME__Healthcare_Facility_Address__c,CMPL123CME__Healthcare_Facility_Company_Institution__c,CMPL123CME__Healthcare_Facility_Email__c,CMPL123CME__Healthcare_Facility_Fax__c,CMPL123CME__Healthcare_Facility_Name__c,CMPL123CME__Healthcare_Facility_Position_Occupation__c,CMPL123CME__Healthcare_Facility_Surname_of_Contact__c,CMPL123CME__Healthcare_Facility_Tel__c,CMPL123CME__Healthcare_Facility_Title__c,CMPL123CME__Healthcare_Facility_Town_Suburb__c,CMPL123CME__Implant_Date__c,CMPL123CME__Injured_Extent_of_Injury__c,CMPL123CME__Internal_Corrective_Action_Reference__c,CMPL123CME__List_of_other_devices_involved__c,CMPL123CME__Manufacturer_Name__c,CMPL123CME__Manufacturers_Device_Analysis_Results__c,CMPL123CME__Mfr_Name__c,CMPL123CME__Mfr_Sponsor_aware_of_other_similar_event__c,CMPL123CME__Mfr_report_Number__c,CMPL123CME__Model__c,CMPL123CME__Operator_at_Time_of_Event__c,CMPL123CME__Operator_of_Device_at_Time_of_Event__c,CMPL123CME__Other_Regulatory_Authorities_Reported__c,CMPL123CME__Patient_Gender__c,CMPL123CME__Patient_Weight__c,CMPL123CME__Patient_history_co_morbidities__c,CMPL123CME__Patient_outcome__c,CMPL123CME__Place_of_Implantation__c,CMPL123CME__Planned_Actions_and_Proposed_Timeline_of__c,CMPL123CME__Position_Occupation__c,CMPL123CME__Postcode_Healthcare__c,CMPL123CME__Postcode_Reporter__c,CMPL123CME__Remedial_Action_Corrective_Action__c,CMPL123CME__Report_Category__c,CMPL123CME__Report_Details_Report_Category__c,CMPL123CME__Report_Details_Report_Type__c,CMPL123CME__Report_Type__c,CMPL123CME__Reporter_Details_Address_Line_2__c,CMPL123CME__Reporter_Details_Town_Suburb__c,CMPL123CME__Reporter_Reference_Number__c,CMPL123CME__Ser_or_Lot__c,CMPL123CME__Serial_Number__c,CMPL123CME__Sex__c,CMPL123CME__Software_Version_If_Relevant__c,CMPL123CME__Specific_Device_Address__c,CMPL123CME__Sponsor_ID__c,CMPL123CME__State_Healthcare__c,CMPL123CME__State_Province__c,CMPL123CME__Surname_of_Contact_Manufacturer__c,CMPL123CME__Surname_of_Contact_Reporter__c,CMPL123CME__TGA_DIR_Number__c,CMPL123CME__Title_Manufacturer__c,CMPL123CME__Title_Reporter__c,CMPL123CME__Usage_of_Device__c,CMPL123CME__Would_you_like_to_provide_alt_contact__c",true,"CMPL123CME__Complaint__r,Owner,RecordType",,,,a077E00000QHAPFQA5,CMPL123CME__TGA__c
a075r000006gDKZAA2,"CMPL123__Action__c-OLY_Inquiry__c,CMPL123CME__Complaint__c-CMPL123CME__Related_Inquiry__c,ContentDocumentLink-LinkedEntityId,CMPL123CME__Due_Diligence__c-OLY_Inquiry__c,CMPL123CME__Inquiry__c-OLY_Original_Inquiry__c,CMPL123CME__Inquiry__c-OLY_Source_Inquiry__c,CMPL123__Memo__c-Related_Inquiry__c,CMPL123QMS__Product_Return__c-OLY_Related_Inquiry__c,Similar_Inquiry__c-Primary_Inquiry__c,Similar_Inquiry__c-Secondary_Inquiry__c","CMPL123CME__CMPL123Rule_Key_Value__c,CMPL123CME__Complaint_Determination__c,CMPL123CME__Short_Description__c,CMPL123Task_Key_Value__c,Name,OLY_Age_Units__c,OLY_Age_at_Time_of_Event__c,OLY_Auxiliary_Number__c,OLY_Best_Method_for_Contacting_Customer__c,OLY_Best_Method_for_Contacting_Reporter__c,OLY_Best_Time_to_Contact_Customer__c,OLY_Best_Time_to_Contact_Reporter__c,OLY_Business__c,OLY_Communication_Channel__c,OLY_Concomitant_Product__c,OLY_Country_of_Occurrence__c,OLY_Customer_Contact_First_Name__c,OLY_Customer_Contact_Last_Name__c,OLY_Customer_Contact_Middle_Name__c,OLY_Customer_Contact_Occupation__c,OLY_Customer_Contact_Title__c,OLY_Customer_Email__c,OLY_Customer_Facility_Hospital_Address__c,OLY_Customer_Facility_Hospital_Name__c,OLY_Customer_Invoice_No__c,OLY_Customer_Letter_Required_Regulation__c,OLY_Customer_Letter_Required__c,OLY_Customer_Phone__c,OLY_Customer_Purchase_Order_No__c,OLY_D7_Is_this_a_recycled_single_use_dev__c,OLY_Date_Received_by_Intake_Team__c,OLY_Date_of_Awareness__c,OLY_Date_of_Birth__c,OLY_Date_of_Death__c,OLY_Date_of_Event_Unknown__c,OLY_Date_of_Event__c,OLY_Death_Injury_or_Infection_Likely__c,OLY_Death_Injury_or_Infection_Occurred__c,OLY_Determination_Rationale__c,OLY_Device_Operator__c,OLY_Device_available_for_evaluation__c,OLY_Do_Not_Contact__c,OLY_Escalated_to_Complaint_By__c,OLY_Escalated_to_Complaint_Date__c,OLY_Ethnicity__c,OLY_Event_Description_Local_Language__c,OLY_Event_Description__c,OLY_Expiration_Date__c,OLY_Explant_Date__c,OLY_Facility_City__c,OLY_Facility_Country_Code_from_Source__c,OLY_Facility_Postal_Code__c,OLY_Facility_StateProvReg_from_Source__c,OLY_Facility_Street_Address_Line_1__c,OLY_Facility_Street_Address_Line_2__c,OLY_Facility_Zip_Code_Extension__c,OLY_Facility_Zip_Code__c,OLY_Gender__c,OLY_If_Remedial_Action_initiated_check_t__c,OLY_Implant_Date__c,OLY_Initial_reporter_sent_report_to_FDA__c,OLY_Initiation_Date__c,OLY_Inquiry_Closed_By__c,OLY_Inquiry_Closed_Date__c,OLY_Install_Date__c,OLY_Is_Duplicate_Source_System_Reference__c,OLY_Item_Code__c,OLY_Item_Code_from_Source__c,OLY_Language__c,OLY_Manufacture_Date__c,OLY_Model_Number_from_Source__c,OLY_Operator_of_Device_Other__c,OLY_Other_Relevant_History__c,OLY_Other_Relevant_Patient_Information__c,OLY_Other_Remedial_Action__c,OLY_Patient_ID__c,OLY_Patient_Impacted__c,OLY_Patient_Outcome__c,OLY_Patient_Weight__c,OLY_Procedure_Date__c,OLY_Procedure_Name__c,OLY_Procedure_Outcome__c,OLY_Procedure_Type__c,OLY_Product_Lot_Serial_Number__c,OLY_Product_Return_Expected__c,OLY_Qty_Affected__c,OLY_Race__c,OLY_Rationale_for_Not_Contacting__c,OLY_Regional_Complaint_Handling_Center__c,OLY_Relevant_TestLaboratory_Data__c,OLY_Reopened_By__c,OLY_Reopened_Date__c,OLY_Report_Source_Other__c,OLY_Report_Source__c,OLY_Reporter_Email__c,OLY_Reporter_Fax_Number__c,OLY_Reporter_First_Name__c,OLY_Reporter_Last_Name__c,OLY_Reporter_Middle_Name__c,OLY_Reporter_Occupation__c,OLY_Reporter_Phone__c,OLY_Reporter_Title__c,OLY_Secondary_Device_Operator__c,OLY_Software_Version__c,OLY_Source_System_Name__c,OLY_Source_System_Reference_Number__c,OLY_Therapy_End_Date__c,OLY_Therapy_Start_Date__c,OLY_Usage_of_Device__c,OLY_Was_device_serviced_by_third_party__c,OLY_Weight_Units__c,OLY_Were_other_devices_involved_in_event__c,OLY_When_during_Procedure_did_event_occu__c",true,"OLY_Assigned_To__r,OLY_Assignment_Group__r,CMPL123CME__Complaint__r,OLY_Facility_Country_Code__r,OLY_Facility_State_Province_Region__r,OLY_Original_Inquiry__r,Owner,CMPL123CME__Product__r,RecordType,OLY_Source_Inquiry__r",,,,a077E00000QHAPGQA5,CMPL123CME__Inquiry__c
a075r000006gDKaAAM,"CMPL123QMS__CAPA__c-CMPL123QMS__OOS__c,CMPL123QMS__Deviation__c-CMPL123QMS__OOS__c,CMPL123QMS__Extension_Request__c-CMPL123QMS__OOS__c,CMPL123QMS__OOS_Investigation__c-CMPL123QMS__OOS__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Actual_Results__c,CMPL123QMS__Background__c,CMPL123QMS__Batch_Number__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Detected_On__c,CMPL123QMS__Disposition_Recommendation__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Expected_Results__c,CMPL123QMS__Further_Actions_Details__c,CMPL123QMS__Further_Actions_Needed__c,CMPL123QMS__Lot__c,CMPL123QMS__Other_Batches_Affected__c,CMPL123QMS__Reference__c,CMPL123QMS__Reported_Results__c,CMPL123QMS__Root_Cause_Category__c,CMPL123QMS__Root_Cause_Details__c,CMPL123QMS__Root_Cause_Determined__c,CMPL123QMS__Root_Cause_Identified_as__c,CMPL123QMS__Root_Cause_Sub_Category__c,CMPL123QMS__Scope_of_Impact__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Spec_ID__c,CMPL123QMS__Statement__c,CMPL123QMS__Test_Method_ID__c,CMPL123QMS__Test__c",true,"CMPL123QMS__Affected_Material__r,CMPL123QMS__Assigned_To__r,CMPL123QMS__Detected_By__r,CMPL123QMS__Lab_Analyst__r,CMPL123QMS__Supervisor__r,CMPL123QMS__TWD_Product__r,Owner",,,,a077E00000QHAPHQA5,CMPL123QMS__OOS__c
a075r000006gDKbAAM,"CMPL123QMS__Failure_Mode_Effect__c-CMPL123QMS__FMEA__c,CMPL123QMS__Failure_Mode__c-CMPL123QMS__FMEA__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Description__c,CMPL123QMS__Functional_Area_Approver_1__c,CMPL123QMS__Functional_Area_Approver_2__c,CMPL123QMS__Functional_Area_Approver_3__c,CMPL123QMS__Functional_Area_Approver_4__c,CMPL123QMS__Functional_Area_Approver_5__c,CMPL123QMS__Functional_Area_Participant_10__c,CMPL123QMS__Functional_Area_Participant_1__c,CMPL123QMS__Functional_Area_Participant_2__c,CMPL123QMS__Functional_Area_Participant_3__c,CMPL123QMS__Functional_Area_Participant_4__c,CMPL123QMS__Functional_Area_Participant_5__c,CMPL123QMS__Functional_Area_Participant_6__c,CMPL123QMS__Functional_Area_Participant_7__c,CMPL123QMS__Functional_Area_Participant_8__c,CMPL123QMS__Functional_Area_Participant_9__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Version__c",true,"CMPL123QMS__Approver_1__r,CMPL123QMS__Approver_2__r,CMPL123QMS__Approver_3__r,CMPL123QMS__Approver_4__r,CMPL123QMS__Approver_5__r,CMPL123QMS__Participant_10__r,CMPL123QMS__Participant_1__r,CMPL123QMS__Participant_2__r,CMPL123QMS__Participant_3__r,CMPL123QMS__Participant_4__r,CMPL123QMS__Participant_5__r,CMPL123QMS__Participant_6__r,CMPL123QMS__Participant_7__r,CMPL123QMS__Participant_8__r,CMPL123QMS__Participant_9__r,CMPL123QMS__Risk_Register__r,Owner,RecordType",,,,a077E00000QHAPIQA5,CMPL123QMS__FMEA__c
a075r000006gDKcAAM,"CMPL123QMS__Extension_Request__c-CMPL123QMS__OOS_Investigation__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Comments__c,CMPL123QMS__Conclusion__c,CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Hypothesis__c,CMPL123QMS__Investigation_Results__c,CMPL123QMS__Is_Additional_Testing_Required__c,CMPL123QMS__Root_Cause_Category__c,CMPL123QMS__Root_Cause_Details__c,CMPL123QMS__Root_Cause_Determined__c,CMPL123QMS__Short_Description__c,CMPL123QMS__Test_Plan__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__OOS__r,Owner,RecordType",,,,a077E00000QHAPJQA5,CMPL123QMS__OOS_Investigation__c
a075r000006gDKdAAM,"CMPL123QMS__Extension_Request__c-CMPL123QMS__Risk__c,CMPL123QMS__Mitigation_Plan__c-CMPL123QMS__Risk__c,CMPL123QMS__Risk_CAPA__c-CMPL123QMS__Risk__c,CMPL123QMS__Risk_Device__c-CMPL123QMS__Risk__c,CMPL123QMS__Risk_Nonconformance__c-CMPL123QMS__Risk__c,CMPL123QMS__Risk_Product__c-CMPL123QMS__Risk__c,CMPL123QMS__Risk_Quality_Event__c-CMPL123QMS__Risk__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Department__c,CMPL123QMS__Description__c,CMPL123QMS__Devices_Affected__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Initial_Likelihood_of_Detection__c,CMPL123QMS__Initial_Likelihood_of_Occurrence__c,CMPL123QMS__Initial_Risk_Statement__c,CMPL123QMS__Initial_Severity__c,CMPL123QMS__Products_Affected__c,CMPL123QMS__Residual_Likelihood_of_Detection__c,CMPL123QMS__Residual_Likelihood_of_Occurrence__c,CMPL123QMS__Residual_Risk_Statement__c,CMPL123QMS__Residual_Severity__c,CMPL123QMS__Risk_Assessment_Type__c,CMPL123QMS__Risk_Background__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Risk_Register__r,Owner",,,,a077E00000QHAPKQA5,CMPL123QMS__Risk__c
a075r000006gDKeAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Assessment__c,CMPL123QMS__Department__c,CMPL123QMS__Impact__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__Change_Control__r,Owner",,,,a077E00000QHAPLQA5,CMPL123QMS__Change_Assessment__c
a075r000006gDKfAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Primary_Contact__c,CMPL123QMS__User_Role__c",true,"CMPL123QMS__Supplier_Site__r,CMPL123QMS__User__r,Owner",,,,a077E00000QHAPMQA5,CMPL123QMS__Supplier_Site_Audit_Finding_User__c
a075r000006gDKgAAM,"CMPL123CME__Complaint_Code__c-CMPL123CME__ParentCCode__c,ContentDocumentLink-LinkedEntityId","CMPL123CME__Description_Long__c,CMPL123CME__Inactive__c,CMPL123CME__Medra_Code_Detail__c,CMPL123CME__Name__c,CMPL123CME__Parent_CCode__c,CMPL123CME__Secondary_Code__c,CMPL123CME__Sub_Type__c,CMPL123CME__Type__c,CMPL123CME__Version__c,Name,OLY_Concept_Code__c,OLY_External_ID__c",true,"Owner,CMPL123CME__ParentCCode__r,RecordType",,,,a077E00000QHAPNQA5,CMPL123CME__Complaint_Code__c
a075r000006gDKhAAM,"CMPL123QMS__Extension_Request__c-CMPL123QMS__Escalated_Action__c,ContentDocumentLink-LinkedEntityId","CMPL123QMS__Action_Plan__c,CMPL123QMS__Action_Taken__c,CMPL123QMS__Department__c,CMPL123QMS__Disposition_Plan__c,CMPL123QMS__Disposition_Taken__c,CMPL123QMS__Due_Date__c,CMPL123QMS__Short_Description__c",true,"CMPL123QMS__Assigned_To__r,CMPL123QMS__CAPA__r,CMPL123QMS__Change_Control__r,CMPL123QMS__Nonconformance__r,CMPL123QMS__Quality_Event__r,Owner,RecordType",,,,a077E00000QHAPOQA5,CMPL123QMS__Escalated_Action__c
a075r000006gDKiAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Primary_Contact__c,CMPL123QMS__User_Role__c",true,"CMPL123QMS__User__r,CMPL123QMS__Vendor__r,Owner",,,,a077E00000QHAPPQA5,CMPL123QMS__Vendor_Assessment_User__c
a075r000006gDKjAAM,ContentDocumentLink-LinkedEntityId,"CMPL123QMS__Primary_Contact__c,CMPL123QMS__User_Role__c",true,"CMPL123QMS__Supplier_Site__r,CMPL123QMS__User__r,Owner",,,,a077E00000QHAPQQA5,CMPL123QMS__Supplier_Site_Audit_User__c
